title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"Avenir montagnes\" : un plan de relance pour aider les stations de ski"	"Le secteur de la montagne a fait une saison blanche. Jean Castex était en Savoie, jeudi 27 mai, pour présenter un plan de relance baptisé \"Avenir montagnes\". Plus de 640 millions d'euros vont être mobilisés pour aider les stations de ski à se diversifier.Privées de skieurs cette année, les stations de ski tentent de se rattraper dans les semaines qui viennent. De plus en plus de sites proposent leurs remontées mécaniques hiver comme été. La station des Menuires, en Savoie, souhaite miser sur le tourisme d'été : elle a boosté son budget communication pour mettre en avant les randonnées, balades à cheval ou à vélo. Cette pratique sera encouragée par le plan de relance \"Avenir montagnes\" présenté par le Premier ministre, Jean Castex, jeudi 27 mai. Un plan bien accueilli Dans un contexte difficile en montagne, le plan du gouvernement, qui mobilisera 640 millions d'euros, est plutôt bien accueilli. \"C'est une approche précieuse après la période que nous venons de vivre\", valide Claude Jay, maire des Belleville, une commune de montagne. Cette enveloppe doit permettre d'aider les stations à rénover et proposer une offre plus diversifiée sur les quatre saisons afin d'être plus rentables. L'État a par ailleurs débloqué près de 20 milliards d'euros de plus pour continuer d'aider les secteurs sinistrés par la crise. \"Une belle rallonge, estime la journaliste France Télévisions Alexandra Bensaïd sur le plateau du 20 Heures de France 2, jeudi. Le paradoxe est que l'État remet au pot, mais en même temps, il assure que nous serons bientôt à la fin de ce 'quoi qu'il en coûte'.\""	Elsa Pallot	France 2	5	27	2021
"\"Beauvau de la sécurité\" : trois policiers témoignent"	"Les policiers et les gendarmes vont être consultés pendant quatre mois par le gouvernement. Le but du \"Beauvau de la sécurité\" est de désamorcer le mal-être ressenti par les forces de l'ordre. Découvrez le témoignage très éloquent de trois policiers.  Franck a 42 ans. Désormais lors de ses patrouilles, il ne se déplace plus sans sa caméra-piéton. Il a l'impression d'être systématiquement désigné comme un coupable lors des interventions. Autrefois, lorsqu'un policier était attaqué, les passants les aidaient. Aujourd'hui, ils les filment et diffusent les images sur les réseaux sociaux, mais cela ne le décourage pas. Depuis plus de deux jours, les manifestations se sont multipliées dans le centre-ville de Lille. Avec les Gilets jaunes ou contre la loi de sécurité globale, tous les effectifs de police sont mobilisés. Mais en deux ans, les règles ont changé. Christophe a 35 ans de police derrière lui. Depuis quelques années, les insultes, les crachats, et même les appels au meurtre sont toujours plus nombreux. Plus de 500 policiers sont blessés en service chaque jour, alors, ils réclament plus de formation. Ce jeune policier est sur le terrain depuis moins d'un an. Sa formation n'a duré que quelques mois. Il a accepté de témoigner de façon anonyme. Redonner du souffle à la profession avec des moyens et une écoute, cette grande consultation du \"Beauvau de la sécurité\" est une première et devrait s'étaler jusqu'au printemps prochain."	""	TF1	1	25	2021
"\"Bouclier tarifaire\" : quelle facture pour l'État ?"	"ÉNERGIE -Jean Castex a annoncé ce jeudi son projet de \"bouclier tarifaire\", qui consiste en un blocage des prix du gaz jusqu'en avril, ainsi qu'une hausse limitée de l'électricité. Quelle va être le montant de la facture pour l'État ? Décryptage de François Lenglet, spécialiste économie de TF1/LCI.  Après la hausse à venir du mois d'octobre, \"il n'y aura plus d'augmentation du prix du gaz\", a assuré Jean Castex ce jeudi au 20H de TF1. Les prix seront bloqués jusqu'en avril 2022, puis \"le prix du gaz devrait dégringoler\". Quant aux tarifs de l'électricité, qui devaient augmenter de près de 12% début 2022, le Premier ministre a annoncé limiter cette hausse de \"4%\". Mais combien va coûter ce \"bouclier tarifaire\" à l'État ? D'après François Lenglet, spécialiste économie de TF1/LCI, \"ce dispositif ne coûtera rien à l'État\". Pour l'électricité, \"la baisse des taxes devrait être compensée par l'augmentation des profits d'EDF, société publique qui verse des dividendes à l'État\". Si, d'après le spécialiste, \"on pourrait se plaindre de cette parcimonie de l'État\", ce dernier est \"le contribuable, et faire payer le contribuable pour épargner le consommateur, ça ne serait qu'un trompe-l'œil\". En effet, \"une augmentation des prix, qu'elle figure sur une facture ou une feuille d'impôts, arrive à la même adresse\"."	""	TF1	10	2	2021
"\"C'est royal d'approcher ma petite-fille sans masque\", la nouvelle vie des grands-parents vaccinés"	"FIN DE LA PARENTHÈSE - 1,6 million de personnes ont déjà reçu leurs deux doses de vaccin. Parmi elles, de nombreux grands-parents qui peuvent enfin retrouver leurs petits-enfants de façon presque normale.  \"Mamie, mamie !\"... Naomi, cinq ans, se jette dans les bras de sa grand-mère. Oublié les gestes barrières, la petite-fille savoure le bonheur de retrouver ses grands-parents. Son papy Jo est aussi de la fête. A 84 ans, il a reçu sa deuxième dose de vaccin la semaine dernière. Depuis, il revit. \"C'est royal. Je vais pouvoir l'approcher, sans masque en plus\", se félicite-t-il. Pour la première fois depuis des mois, Naomi va pouvoir passer quelques jours chez ses grands-parents. \"On a le téléphone, mais de ne pas avoir de contact charnel, c'est quelque chose d'épouvantable. C'est une punition\", reconnaît sa grand-mère. Leur fille Sarah est également soulagée de pouvoir à nouveau compter sur leur aide. \"C'est vraiment difficile. Émotionnellement, mais aussi pour la vie de femme, la vie de couple, la vie au travail. Donc là, on va normalement pouvoir reprendre une vie normale. C'est extraordinaire\", se réjouit-elle. Pour François et Marie, c'est le même soulagement. Lui est médecin et elle a un facteur de comorbidité. Le vaccin leur permet de garder leur petite-fille Victoria tous les mardis. \"C'est formidable. On n'a plus d'appréhension maintenant\", savoure François. D'autant que ces jours-ci, voir leurs petits-enfants constitue l'un des seuls moments de convivialité dans leur quotidien. \"On prend quand même beaucoup de précaution. On ne sort pas. On limite nos sorties à peine pour aller se ravitailler. On ne voit pas nos amis\", détaille de son côté Marie."	""	TF1	2	24	2021
"\"Conquête de la Lune : l'hélium 3 et les terres rares convoités par les grandes puissances\", explique François Lenglet"	MISE AU POINT - L'exploration spatiale connaît un regain d'intérêt de la part des États-Unis, de la Chine, de la Russie, mais c'est la Lune qui suscite le plus grand intérêt. François Lenglet, spécialiste économie de TF1, nous livre son analyse.  La guerre de la Lune a déjà commencé, estime le spécialiste économie de TF1 François Lenglet. Au moment même où Thomas Pesquet décollait vendredi pour la station spatiale internationale (ISS), les Russes annonçaient qu'ils quittaient ce programme de coopération internationale pour lancer leur propre vaisseau et s'associer avec la Chine. Pour notre spécialiste économie, les grandes puissances veulent ainsi décrocher la Lune simplement pour y construire des colonies afin d'exploiter le sous-sol, riche en minerais et terres rares, de construire des bases habitées et des systèmes de surveillance militaire extraterrestre. En 2020, Donald Trump a signé un décret autorisant la propriété privée sur la Lune au mépris des traités internationaux. Un droit de propriété pour garantir aux entreprises qui s'associeront à la conquête spatiale de rentrer dans leurs frais.	""	TF1	4	26	2021
"\"Coup de fil\", “pain sur la planche”... d'où viennent ces expressions désuètes ?"	"Les expressions sont bien ancrées dans la langue française depuis des décennies. \"Coup de fil\", \"avoir du pain sur la planche\", \"faire un tabac\", nous les utilisons toujours sans en connaître l'origine, souvent éloignée de ce qu'on peut imaginer.  Le temps passe, les mots restent. La génération smartphone se souvient-elle pourquoi ont dit \"donner un coup de fil\" ? C'est vrai qu'il y en avait des fils autrefois, du téléphone au mur, de l'écouteur au combiné. Et on utilise encore certains termes qui datent des années 1900. \"Un des premiers téléphones était fait d'un pied, doté d'un crochet auquel on suspendait l'écouteur à la fin de la communication. Le crochet s'abaissant coupait la communication. Raccrocher signifiait couper la communication\", explique Bernard Cerquiglini, conseiller linguistique - Le Petit Larousse illustré. L'expression \"Veiller au grain\" n'a rien à voir avec le grain de blé ni avec l'agriculture. Cela vient de la marine. Le grain était une tempête que l'homme de vigie surveillait pour alerter l'équipage. Ce qui lui valait d'avoir du pain sur la planche\". Une expression qui a fait volte-face au fil des siècles. Aujourd'hui, elle veut dire \"avoir du boulot\", \"avoir beaucoup de travail\". Au XIXe siècle, elle signifiait \"être bien pourvu de provision\", \"vivre confortablement\", parce qu'à l'époque, les paysans préparaient une grande quantité de pain qu'ils conservaient sur une planche. Ce pain était gagné à la sueur de son front. Pour l'obtenir, il valait mieux \"faire un tabac\". Là encore, c'est une expression maritime. Le coup de tabac était un gros orage. \"Faire un tabac\" signifiait \"faire du bruit\". Aujourd'hui, la phrase évoque plutôt les ovations et les manifestations d'admiration. Tout l'inverse de \"Tirer à boulets rouges\". La suite dans le reportage ci-dessous."	""	TF1	2	26	2021
"\"Covid\", \"patient zéro\", \"click and collect\"... les nouveaux mots du Petit Larousse 2022 nés de la pandémie"	"Quel est le point commun entre les mots Covid, click and collect et patient zéro ? Tous ont fait leur entrée cette année dans le Petit Larousse. La langue française, naturellement mouvante, a été marquée par le contexte actuel.Les mots cluster, quatorzaine, cluster, Covid, télétravailler et bien d’autres étaient sur toutes les lèvres en 2020. Ils font désormais partie du Petit Larousse. 170 noms sont entrés dans le célèbre dictionnaire cette année. La majorité a trait à l’épidémie de coronavirus. Les Français apprennent petit à petit à les maîtriser. Quand on procède à un petit test dans la rue, une femme devine immédiatement le sens du mot asymptomatique. Un jeune homme ose même un trait d’humour pour définir le déconfinement : \"On a le droit de revivre ! C’est ça ?\" Une sélection chaque année Les nouveaux mots du dictionnaire sont choisis par des comités de sélection qui se réunissent plusieurs fois par an. \"Le dictionnaire est un sismographe, il montre les secousses qui vont transformer notre société et puis c’est aussi un photographe. On a comme ça des instantanés de la langue et, à travers la langue, de la France\", explique Karine Girac-Marinier, philosophe et directrice du département Dictionnaires et Encyclopédies du Petit Larousse."	Thomas Horeau	France 2	5	4	2021
"\"Du jamais vu\" : ces produits soldés comme jamais avec la crise du Covid-19"	"GRANDE BRADERIE – L’édition 2021 des soldes d’hiver, forcément particulière avec la crise sanitaire et le couvre-feu, a démarré mercredi avec déjà de forts rabais. Sur quels produits peut-on particulièrement faire de bonnes affaires cette année ?  Jamais les soldes d’hiver n’avaient débuté avec des prix aussi alléchants selon certains commerçants. L’édition 2021 a été lancée mercredi avec des rabais allant parfois déjà jusqu’à moins 70%. De nombreux magasins devant se débarrasser de stocks grossis par le confinement, beaucoup ont en effet décidé d’attaquer fort, et tout de suite. Vous avez été beaucoup à privilégier le confort pendant le confinement. Vous trouverez donc moins de pyjamas ou de pantoufles en soldes cette année. En revanche, c’est peut-être le moment de vous couvrir pour prendre l’air. L’enseigne de vêtements de sport que vous voyez dans le reportage de TF1 en tête de cet article affiche des remises qui ne devraient normalement intervenir que lors d’une deuxième, voire d’une troisième démarque. Elle propose notamment des doudounes à prix cassés, l’occasion de réchauffer un peu votre porte-monnaie. Ce n’est sans doute pas l’année idéale pour organiser la cérémonie, mais c’est le meilleur moment pour acheter une robe de mariée. \"C’est la première fois qu’on s’est mis à faire des soldes\", assure la conseillère d’un magasin spécialisé du VIIIe arrondissement de Paris dans le reportage ci-dessus, prenant une robe en exemple : \"Celle-ci faisait 4.200 euros et tombe à 1260, c’est du jamais vu\", souligne-t-elle. Les mariages ayant été pour beaucoup reportés, certains magasins affichent ainsi des soldes allant jusqu’à moins 70%. Vous pouvez ainsi obtenir une robe de créateur à moins de 1000 euros au lieu de 4000. Et les hommes, eux aussi, peuvent obtenir un bon rabais sur leur costume, très peu acheté ces derniers mois en raison du télétravail. Pour finir, sachez que selon une étude réalisée par Idealo sur les prix des soldes de l’an dernier, certains produits sont plus ou moins soldés en fonction du calendrier. D’après les calculs de ce comparateur de prix, préférez donc par exemple les sept premiers jours pour les téléviseurs, vendus en moyenne 85 euros de plus la deuxième semaine des soldes l’an dernier, les sept suivants pour les smartphones, réfrigérateurs ou chaussures de randonnée, la troisième semaine pour les chaussures de running, les casques audio et les tablettes, et enfin la quatrième pour les parfums."	""	TF1	1	22	2021
"\"Délicieux\", l'histoire du premier restaurant, sort en salles mercredi"	"C'est au XVIIIe siècle qu'un cuisinier français invente le concept de restaurant, à la veille de la Révolution. Une histoire que le film \"Délicieux\" nous raconte à partir de ce mercredi.  En 1789, la Révolution s'apprête à secouer le pays mais fait aussi trembler la gastronomie. \"Délicieux\" nous plonge dans l'histoire de la restauration. Alors, que mangeait-on à l'époque et dans quel lieu ? Les acteurs du film ont travaillé le thème. En ce temps-là, la soupe était un mélange de légumes mais aussi de viandes et de céréales, le tout servi sur une tranche de pain. Un plat rustique que mangeaient la plupart des gens au quotidien chez eux ou dans les auberges. \"A cet époque-là, les pauvres étaient persuadés qu'ils n'avaient pas de goût. C'étaient les nobles qui avaient du goût\", raconte Grégory Gadebois, l'un des acteurs. Les nobles, eux, mangeaient selon une échelle de valeur établie par le clergé. \"Plus vous êtes haut et plus vous êtes estimés\", affirme Jean-Charles Karmann, chef cuisinier. Mais la Révolution va balayer tout cela. Les grands cuisiniers employés par les nobles se retrouvent au chômage. Il s'émancipent de leurs maîtres et vont inventer le restaurant. Né à Paris, le restaurant fleurira bientôt en province avant de conquérir le monde entier."	""	TF1	9	4	2021
"\"En hiver, on fait croire à la chèvre qu'on est en été\" : quand des agriculteurs bio bousculent les cycles de la nature"	"Biocoop est un pionnier du secteur de l'agriculture biologique. En visite dans un tout nouveau magasin à Annonay (Ardèche), le président de l'enseigne, Pierrick de Ronne, assure que l'entreprise respecte la nature et les saisons. Mais Biocoop tient-elle ses promesses ? Pour le savoir, les équipes de France Télévisions ont enquêté sur une bouteille de lait de chèvre bio vendue par l'enseigne. Le lait est produit sur le plateau du Larzac. Philippe Jousserand est éleveur de chèvres bio. Pour que ses chèvres puissent mettre bas aussi pendant l'hiver, il a installé, dans sa bergerie, des néons. \"On allume le bâtiment le matin de 6 heures à 9 heures, et le soir 22 heures jusqu'à minuit, pendant 90 jours, explique l'éleveur. C'est simplement de l'éclairage qui doit être capté par l'œil de la chèvre. On lui fait croire qu'en plein hiver, on est en fin d'été.\" L'homme y voit une nécessité économique pour un chiffre d'affaires suffisant. Un lait mieux rémunéré en hiver Il est difficile d'imaginer que Biocoop ignore cette pratique de production déconnectée des saisons. Philippe Jousserand fait partie d'un groupement de producteurs et Biocoop assiste à chacune des assemblées générales. Il vend son lait à un transformateur, dans lequel Biocoop a investi. En été, le lait est acheté 75 centimes le litre, contre 90 centimes en hiver. Les producteurs ont donc tout intérêt à produire hors saison, et tant pis si, dans sa charte, Biocoop garantit le respect de la saisonnalité. \"Pour la question des laits, ce n'est pas encore un engagement de Biocoop, et je souhaite que ça le devienne\", se défend Pierrick de Ronne."	Elsa Pallot	France 2	9	28	2021
