title	description	Authors	Source	Publication Month	Publication Day	Publication Year
"\"66 millions de Français\" : à quoi servent les primaires ?"	"Durant cette campagne présidentielle, France 2 vous donne la parole. Cette semaine, dans la chronique \"66 millions de Français\", la rédaction s'est demandé ce que vous pensiez de cette primaire et même des primaires en général.Les primaires sont-elles la solution pour le renouveau de la vie politique ? Pendant toute cette campagne présidentielle, la chronique de France 2, \"66 millions de Français\", vous donne la parole. \"Cela permet d'échanger sur des projets politiques bien en amont de l'élection, explique Vincent 22 ans étudiant en droit, maintenant c'est vrai que c'est un peu dommage parce que c'est un exercice qui est forcément un peu clivant\". \"Quand même une sacrée mascarade\" Au contraire, pour Lily, 39 ans, entrepreneure, \"c'est quand même une sacrée mascarade, c'est une mise en scène, ce n’est pas forcément une légitimité du peuple, donc le côté démocratique je ne vois pas où il est. Mis à part mettre en avant des gens qui ont été intronisés par leurs propres partis\". Un point de vue que partage Nicolas 68 ans, retraité, qui ne voit pas non plus de nouveaux visages dans les primaires."	Elsa Pallot	France 2	10	16	2016
"\"Allô la police ?\", les perles des appels à police-secours"	"Le brigadier Matthieu Kondryszyn était l'invité des Cinq dernières minutes ce mardi 3 mai.Mathieu Kondryszyn, brigadier, a eu l'étonnante idée d'écrire un recueil baptisé \"Allô la police ?\", dans lequel sont recensés les messages passés à police-secours. \"Des appels délirants, des appels de malades mentaux, des demandes de numéros de téléphone, des conflits familiaux, des différends de voisinage...\", détaille le policier en plateau. Aujourd'hui, son métier est de répondre aux appels du 17 et l'idée de faire ce livre lui est venue très rapidement. \"Quand je suis arrivé dans le service, je m'attendais à ne recevoir que des gens en réelle détresse, et en fait pas du tout. La moitié des appels ne sont pas du tout urgents\", révèle-t-il. Des appels \"cocasses et fantaisistes\" Rapidement, Matthieu Kondryszyn s'est mis à collecter \"tous les appels cocasses et fantaisistes\". En plateau, le brigadier rapporte l'un de ces étonnants appels reçus : \"une personne qui appelle pour savoir si elle peut donner du pain au fromage aux pigeons\". Ou encore : \"Une personne qui explique qu'elle est dans une station-service et elle veut se faire rembourser les deux euros parce que le karcher ne fonctionne pas\". Police-secours reçoit chaque jour sur Paris près de 2 000 appels. Seuls 45% sont considérés comme urgents."	Thomas Horeau	France 2	5	3	2016
"\"Ave Cesar\" : les frères Coen parodient le Hollywood des années 50"	"\"Ave Cesar\", le dernier film des frères Coen, est présenté en ouverture au festival des films humoristiques de Berlin.Plongée dans l'univers des studios hollywoodiens des années 50, le dernier film des frères Coen, Ave Cesar, est présenté en ouverture au festival des films humoristiques de Berlin (Allemagne). George Clooney est heureux de présenter le film à Berlin. Il faut dire qu'en interprétant une star du péplum des années 50, il s'est régalé. \"Je n'avais jamais porté de jupe avant, et je dois dire que c'est très libérateur\", a-t-il glissé. Une plongée parodique Scarlett Johansson, dans les pas ou plutôt les écailles d'une sirène de ballet aquatique, Chaning Tatum en danseur de claquettes à la Gene Kelly, voilà Ave Cesar, une plongée parodique à l'époque où certains acteurs avaient bien du mal à passer de la croupe d'un cheval à un salon mondain. Avec ce film, les frères Coen se sont autant amusés à se moquer d'Hollywood, qu'à lui faire une brillante déclaration d'amour."	Thomas Horeau	France 2	2	13	2016
"\"Big Bang\" : les frères Bogdanov font leur spectacle"	"Les frères Bogdanov viennent présenter \"Big Bang\", leur premier spectacle, ce vendredi 4 mars, sur le plateau de France 2.On les imagine tout droit sortis de l'espace et ils incarnent la science-fiction dans notre pays : les frères Bogdanov sont les invités des Cinq dernières minutes, sur le plateau de France 2, ce vendredi 4 mars. Ils sont à l'affiche du Théâtre du Gymnase à Paris où ils présentent \"Big Bang\", leur premier spectacle. La science en chansons \"C'est avant tout un divertissement\", confie d'emblée Grichka Bogdanov, avant que son frère n'assure qu'aucun rudiment de science n'est nécessaire pour aller voir leur spectacle : \"L'objectif, c'était de permettre à un public qui n'est pas familier de la science de découvrir cette aventure\", rassure-t-il. Dans ce spectacle, il y a des vidéos, des scènes racontées par des comédiens. Et il y a quelque chose d'incroyable : les deux frères chantant sur scène en jouant de la guitare ou du banjo. \"Dans un spectacle, il faut être luxuriant. On veut apporter de la joie, un plaisir théâtral\", poursuit Grichka."	Thomas Horeau	France 2	3	4	2016
"\"C'est la première fois que je remarche\" : une victime de l'attentat de Nice raconte sa rééducation"	"Carolina Mondino, 69 ans, a été percutée par le camion à Nice le 14-juillet dernier. Elle est toujours en rééducation et tente de reprendre le cours de sa vie.Cette femme qui s'avance d'un pas hésitant est une miraculée. Carolina Mondino, victime de l'attentat de Nice, réapprend à marcher depuis deux mois. Cette retraitée ne garde qu'un souvenir flou du soir du 14-juillet . \"Tout ce que j'ai vu c'était un palmier. (...) Il y avait un bruit très étrange, très confus. Quand j'ai été percutée, des gens derrière moi avaient déjà étaient touchés\", raconte-t-elle. Carolina n'a pas vu le camion qui l'a fauchée. Ce soir-là, elle marchait sur la promenade avec sa meilleure amie. Le poids lourd est arrivé dans leur dos et aucune des deux ne l'a entendu. Son amie est morte sur le coup. Carolina, elle, a perdu connaissance. Elle s'enferme d'abord dans sa douleur \"Quand l'ambulance m'a prise, j'ai retourné la tête et j'ai vu qu'il y avait des cadavres couverts de linges. Quelques instants après, en entendant parler les pompiers, j'ai compris que c'était un acte de terrorisme\", se souvient Carolina. Carolina Mondino souffre de nombreuses fractures. Elle s'enferme d'abord dans sa douleur physique et morale et ne parle pas. \"Le moment le plus difficile que je vivais, plus que mon corps, c'était la perte de mon amie\", raconte la victime de l'attentat. Un deuil lourd à porter, mais grâce à son énergie, elle répare peu à peu son corps abîmé. Ce matin, elle fait ses premiers pas sans béquille. Une étape de plus avant le retour à la maison. À 69 ans, Carolina Mondino entame sa renaissance."	Elsa Pallot	France 2	9	19	2016
"\"Cafe society\" : quand Woody Allen déclare une nouvelle fois son amour à New York"	"Woody Allen est l'invité du 20 Heures ce dimanche 8 mai, l'occasion de revenir sur son dernier film : \"Cafe Society\".Woody Allen est invité sur le plateau du 20 Heures de France 2 ce dimanche 8 mai. Il revient à Cannes cette semaine avec le film d'ouverture Cafe society. \"Parfois un gribouillis, c'est le lancement d'une idée intéressante\", explique celui qui a pour habitude de tirer ses idées de films de petites notes sur des bouts de papier. De New York à Hollywood Cafe society ou les aventures d'un jeune New-yorkais à Hollywood dans les années 30. Avec ce film, Woody s'amuse à opposer Los Angeles et New York. D'un côté le cinéma et ses stars, de l'autre le foisonnement des night-clubs new-yorkais où l'on se pressait alors pour écouter les plus grands jazzmen. On appelait ça la cafe society et sans doute que Woody Allen en a-t-il la nostalgie. Car si Bobby est tiraillé entre les deux villes dans le film, Woody, lui, a choisi et depuis longtemps. Pour lui, New York est un théâtre à ciel ouvert. S'il lui a été parfois infidèle dans ses derniers films, il livre à New York, avec Cafe society, une nouvelle déclaration d'amour."	Elsa Pallot	France 2	5	8	2016
"\"Chocolat\", le destin d'un artiste star tombé dans l'oubli"	"L'acteur Omar Sy et James Thierrée danseur, acrobate musicien sont les invités du 20 heures. À eux deux, ils forment le duo de \"Chocolat\", un film sur la vie de Rafael Padilla, dit le clown chocolat.\"Chocolat\", c'est le nom d'un film hommage. Dans \"Chocolat\", le cinéaste Roschdy Zem rend hommage à Rafael Padilla, un artiste noir devenu une star en France au début du 20e siècle. Ce 31 janvier, l'acteur Omar Sy qui incarne Rafael Padilla et James Thierrée danseur, acrobate musicien, sont les invités du 20 heures. À eux deux, ils forment l'auguste et le clown blanc. Footit et Chocolat, un duo qui à l'époque séduit le Tout-Paris. Satire politique Au-delà de la performance artistique, le film est aussi une satire politique de l'époque. Le public qui regarde ce duo vient aussi voir un blanc taper sur les fesses d'un noir. \"C'est tout le malaise de cette histoire-là et c'est ce qui a fait que Rafael Padilla a été oublié. Il rappelait ce malaise-là. Les gens venaient rire de cette satire au premier degré et le malaise était là. Je crois que c'est ce malaise-là qui fait que l'on a essayé un petit peu de les oublier finalement. Il n'y a avait pas encore de second degré sur ce numéro\", explique Omar Sy. \"C'est aussi un moment de grande ouverture, c'est tout le paradoxe de l'histoire. On n'avait jamais vu un noir être adulé à ce point là. On faisait des jouets à son effigie et à la fois, on venait rire. On inventait le duo de clowns, l'auguste et à la fois, on riait de manière ambigüe\", explique pour sa part James Thierrée. \"Il y a un entre deux, c'est ce ce que vit Rafael Padilla, ce paradoxe entre lui qui est adulé en tant que clown et sa condition d'homme noir. C'est vraiment ce que raconte le film\", souligne aussi Omar Sy."	Elsa Pallot	France 2	1	31	2016
"\"Cinq heures d'enfer\": un an après, un otage raconte \"le carnage\" de l'Hyper Cacher"	"Réfugié dans la chambre froide avec d'autres clients, il a dû attendre plusieurs heures dans le magasin où se trouvait Amedy Coulibaly avant d'être libéré par la police.C'est un témoignage poignant. Yohann Dorai faisait partie des otages qui s'étaient réfugiés dans la chambre froide de l'Hyper Cacher, un magasin situé près de la porte de Vincennes, à Paris, vendredi 9 janvier 2015, quand Amedy Coulibaly a pris en otage les clients et employés. Il a raconté à France 2 son expérience durant ces longues heures en compagnie d'autres otages, dont \"un bébé de 10 mois\". Et surtout comment il a donné un maximum de renseignements, par téléphone, à un ami qui se trouvait à quelques dizaines de mètres de là, à proximité des policiers qui allaient donner l'assaut. \"Tu es dans un frigo et tu sais que tu vas mourir\" Il décrit sa peur, qu'il a essayé de cacher aux autres : \"C'est dur d'être en confiance quand tu es dans un frigo et que tu sais que tu vas mourir.\" Yohann Dorai a su cinq minutes avant que les forces de l'ordre allaient lancer leur assaut. Il se souvient que \"la chambre froide a vibré\". Il a entendu un bruit assourdissant et, d'un coup : \"Tu vois trente robots [les policiers] devant toi.\" Mais le pire était à venir : \"Il y a du sang devant toi. Des scènes de carnage.\" Amedy Coulibaly avait, en effet, tué quatre otages : Yohan Cohen, 23 ans, Yoav Hattab, 22 ans, François-Michel Saada, 64 ans, et Philippe Braham, 45 ans. Aujourd'hui, Yohann Dorai confie qu'il a du mal à sortir de chez lui et se fait livrer toutes ses courses à domicile."	Elsa Pallot	France 2	1	5	2016
"\"Demain\", un regard positif sur notre avenir"	"Cyril Dion est l'invité des Cinq dernières minutes du 13 heures pour nous présenter son dernier projet : un film qui met en avant les initiatives pour sauver la planète.Son long-métrage est sorti il y a quelques semaines, mais a déjà connu un joli succès. Cyril Dion, réalisateur du film Demain, déjà vu par un demi-million de personnes, est l'invité d'Élise Lucet. Car le projet se veut être un manifeste pour mettre en avant les initiatives positives qui se développent pour sauver notre environnement. \"On voulait faire un film qui soit vraiment grand public, un vrai film de cinéma qui raconte une histoire, et en même temps quand on connaît rien à tous ces sujets-là, on peut apprendre des tas de choses\", explique-t-il. Un déclencheur d'initiatives Surtout, les spectateurs semblent avoir l'envie d'agir après avoir vu Demain. \"Ils nous envoient plein de projets. Il y a une monnaie locale qui a été lancée à Strasbourg, le Stück ; des jeunes qui s'installent en permaculture, des gens qui se bougent dans les écoles (...), et ce sont souvent les lycéens qui entraînent les profs. C'est assez extraordinaire\", rapporte Cyril Dion. La raison du succès ? Peut-être une vision optimiste de la situation. \"Quand on montre uniquement les choses qui vont mal, ça déclenche des réflexes de peur, de déni, de fuite, et on a besoin d'avoir un horizon vers lequel aller\"."	Thomas Horeau	France 2	2	4	2016
"\"Dentiste de l'horreur\" : les victimes face à leur escroc"	"Il avait mutilé des patients et facturé des soins non réalisés avant de fuir au Canada. Son procès en France commence mardi 8 mars.À Château-Chinon (Nièvre), c'était le seul dentiste de la ville. Aujourd'hui, il est en prison. Mardi 8 mars, il fera face à ses victimes. Au total, 93 victimes ont été recensées dont 49 demandent réparation. Tout avait pourtant si bien commencé. Dans le Morvan en plein désert médical, après trois ans de recherches, Château-Chinon a enfin trouvé un dentiste : en 2008, le docteur Mark Van Nierop ouvre son cabinet dans le centre-ville. \"Toute la population était invitée\", se souvient une habitante. Fuite au Canada Pendant ce temps, le dentiste s'installe. Il restaure même une maison. Mais au bout de plusieurs mois, certains patients se plaignent de douleurs. Une enseignante à la retraite se rend compte qu'il facture des soins non réalisés. \"21 soins facturés pour une visite de 10 minutes\", explique Nicole Martin, présidente du collectif dentaire. Elle décide de monter un collectif et reçoit un raz-de-marée de plaintes. Le médecin décide alors de fuir au Canada, où il est arrêté. Comment a-t-il pu tromper tout le monde, y compris le Conseil de l'ordre des chirurgiens-dentistes ? Beaucoup de questions restent sans réponses."	Elsa Pallot	France 2	3	6	2016
